category,sub_category,arrest_made,latitude,longitude
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.703526071,-87.607406613
ROBBERY,ARMED: HANDGUN,N,41.870858015,-87.693571442
BATTERY,AGGRAVATED: HANDGUN,N,41.863852276,-87.727540817
BATTERY,AGGRAVATED: HANDGUN,N,41.771503032,-87.587339803
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.703205882,-87.613657589
ASSAULT,AGGRAVATED: HANDGUN,N,41.908866763,-87.720418172
ROBBERY,ARMED: HANDGUN,N,41.808539679,-87.671501611
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.793307777,-87.716159002
ROBBERY,ATTEMPT: ARMED-HANDGUN,Y,41.857707464,-87.672235631
ROBBERY,ARMED: HANDGUN,N,41.807408638,-87.689295411
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.780184786,-87.61866738
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.844122739,-87.733617374
ASSAULT,AGGRAVATED: HANDGUN,N,41.783808288,-87.620159776
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.730245817,-87.664557492
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.763179377,-87.623250949
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.841850072,-87.729348475
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.766620914,-87.637182633
ASSAULT,AGGRAVATED: HANDGUN,N,41.747968771,-87.66458979
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.877927343,-87.706033367
ROBBERY,ARMED: HANDGUN,N,41.787858487,-87.716321276
ASSAULT,AGGRAVATED: HANDGUN,N,41.725069071,-87.59365046
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.884369219,-87.751602851
ASSAULT,AGGRAVATED: HANDGUN,N,41.91613618,-87.698189767
ROBBERY,ARMED: HANDGUN,N,41.66861269,-87.622336658
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.716817695,-87.573995417
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.780245963,-87.615275297
ASSAULT,AGGRAVATED: HANDGUN,N,41.743503863,-87.60501807
ROBBERY,ARMED: HANDGUN,N,41.852877821,-87.629780612
ASSAULT,AGGRAVATED: HANDGUN,N,41.756077849,-87.645931342
ROBBERY,ARMED: HANDGUN,N,41.910756775,-87.749228812
ROBBERY,ARMED: HANDGUN,N,42.006320764,-87.686689635
BATTERY,AGGRAVATED: HANDGUN,N,41.851570656,-87.723193433
BATTERY,AGGRAVATED: HANDGUN,N,41.731058826,-87.554044391
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.874363279,-87.643013039
ROBBERY,ARMED: HANDGUN,N,41.86018185,-87.71645981
ROBBERY,ARMED: HANDGUN,N,41.715579752,-87.674939504
ROBBERY,ARMED: HANDGUN,N,41.815840179,-87.606689941
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.77710744,-87.645937789
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.684355118,-87.626486935
ASSAULT,AGGRAVATED: HANDGUN,N,41.880711843,-87.726808747
ASSAULT,AGGRAVATED: HANDGUN,N,41.772934041,-87.702999205
ASSAULT,AGGRAVATED: HANDGUN,N,41.873403192,-87.710777396
ASSAULT,AGGRAVATED PO: HANDGUN,N,41.942661185,-87.732742647
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.766080013,-87.666278518
BATTERY,AGGRAVATED: HANDGUN,N,41.769313609,-87.676901398
ASSAULT,AGGRAVATED: HANDGUN,N,41.752757836,-87.566249667
OTHER OFFENSE,GUN OFFENDER: DUTY TO REPORT CHANGE OF INFORMATION,Y,41.758559577,-87.557303602
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,Y,41.912661465,-87.755776819
ROBBERY,ARMED: HANDGUN,N,41.866585016,-87.771710408
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.721681725,-87.627099997
BATTERY,AGGRAVATED: HANDGUN,N,41.869901924,-87.71849217
ROBBERY,ARMED: HANDGUN,N,41.668272869,-87.640387972
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.741473857,-87.64797051
ROBBERY,ARMED: HANDGUN,N,41.927170932,-87.715836919
ROBBERY,ARMED: HANDGUN,N,41.737850045,-87.609709549
ASSAULT,AGGRAVATED: HANDGUN,N,41.879291281,-87.692620729
ROBBERY,ARMED: HANDGUN,N,41.810419014,-87.749345262
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.89134772,-87.749416692
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.78709176,-87.641009332
ASSAULT,AGG PRO.EMP: HANDGUN,N,41.790240779,-87.622354657
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.789696851,-87.653544184
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.740218114,-87.56240872
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.77224146,-87.660715786
ROBBERY,ARMED: HANDGUN,N,41.872647284,-87.725401641
BATTERY,AGGRAVATED: HANDGUN,N,41.666453001,-87.640326968
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.751768,-87.563505555
BATTERY,AGGRAVATED: HANDGUN,N,41.882422496,-87.626221364
ROBBERY,ARMED: HANDGUN,N,41.749585624,-87.682833923
BATTERY,AGGRAVATED: HANDGUN,N,41.875188681,-87.73169675
ASSAULT,AGGRAVATED: HANDGUN,N,41.869492713,-87.645378478
ROBBERY,ARMED: HANDGUN,N,41.844445471,-87.710214089
ASSAULT,AGGRAVATED: HANDGUN,N,41.932457481,-87.736822186
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.657271718,-87.599849988
ASSAULT,AGGRAVATED: HANDGUN,N,41.673716148,-87.636962086
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.999533347,-87.671104423
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.779618399,-87.653767961
ASSAULT,AGGRAVATED: HANDGUN,Y,41.761727593,-87.564815996
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.74992863,-87.652512715
BATTERY,AGGRAVATED: HANDGUN,N,41.662365549,-87.634701939
ASSAULT,AGGRAVATED: HANDGUN,N,41.878276459,-87.686355439
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.765387214,-87.632870634
ASSAULT,AGGRAVATED: HANDGUN,N,41.901170711,-87.771693958
CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,N,41.992259008,-87.710415066
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.979373742,-87.899071992
BATTERY,AGGRAVATED: HANDGUN,N,41.952687005,-87.653711954
ROBBERY,ARMED: HANDGUN,N,41.710285239,-87.630791935
BATTERY,AGGRAVATED: HANDGUN,N,41.703995929,-87.564456533
BATTERY,AGGRAVATED: HANDGUN,N,41.677899744,-87.633999513
ROBBERY,ARMED: HANDGUN,N,41.927034241,-87.713387155
ROBBERY,ARMED: HANDGUN,N,41.915604239,-87.703250642
ROBBERY,ARMED: HANDGUN,N,41.903750913,-87.667099256
ASSAULT,AGGRAVATED: HANDGUN,N,41.742254922,-87.552732814
BATTERY,AGGRAVATED: HANDGUN,N,41.746981296,-87.616426632
CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,N,41.882297385,-87.760901352
ROBBERY,ARMED: HANDGUN,N,41.721679274,-87.627147643
ROBBERY,ARMED: HANDGUN,N,41.780540013,-87.663030565
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.704059354,-87.565733832
ROBBERY,ARMED: HANDGUN,Y,41.893588044,-87.674543265
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.761495628,-87.605470743
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.798039522,-87.706134594
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.789883494,-87.653549546
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.685224059,-87.630797384
ASSAULT,AGGRAVATED: HANDGUN,N,41.883545536,-87.739194297
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.725333082,-87.560788034
ROBBERY,ARMED: HANDGUN,N,41.880779076,-87.721377025
ASSAULT,AGGRAVATED: HANDGUN,N,41.78999363,-87.649910777
BATTERY,AGGRAVATED: HANDGUN,N,41.761450225,-87.623211368
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.750111323,-87.644030737
BATTERY,AGGRAVATED: HANDGUN,N,41.85257183,-87.725690883
ASSAULT,AGGRAVATED: HANDGUN,N,41.666467666,-87.639119037
ASSAULT,AGGRAVATED: HANDGUN,N,41.786068958,-87.64251269
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.73370269,-87.553396926
BATTERY,AGGRAVATED: HANDGUN,N,41.856020451,-87.712689598
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.742524635,-87.540421402
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.849195608,-87.693706584
ROBBERY,ARMED: HANDGUN,N,41.939323599,-87.649244813
BATTERY,AGGRAVATED: HANDGUN,N,42.004384227,-87.674295522
ASSAULT,AGGRAVATED: HANDGUN,N,41.743989402,-87.557607328
BATTERY,AGGRAVATED: HANDGUN,N,41.72550966,-87.585403058
ASSAULT,AGGRAVATED: HANDGUN,N,41.916074527,-87.732628243
BATTERY,AGGRAVATED: HANDGUN,N,41.929673459,-87.712237071
ASSAULT,AGGRAVATED: HANDGUN,N,41.928798344,-87.747807444
ASSAULT,AGGRAVATED: HANDGUN,N,41.909384478,-87.765053252
ASSAULT,AGGRAVATED: HANDGUN,N,41.852426595,-87.623791625
ROBBERY,ARMED: HANDGUN,N,41.846050935,-87.726629757
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.748683295,-87.605164746
ROBBERY,ARMED: HANDGUN,N,41.937918221,-87.712443756
ROBBERY,ARMED: HANDGUN,N,41.671832012,-87.645367971
ROBBERY,ARMED: HANDGUN,N,41.750832464,-87.605224746
ROBBERY,ARMED: HANDGUN,N,41.778858256,-87.665471508
BATTERY,AGGRAVATED: HANDGUN,N,41.879489692,-87.746161049
ASSAULT,AGGRAVATED: HANDGUN,N,41.838993919,-87.651507096
ASSAULT,AGGRAVATED: HANDGUN,Y,41.7265508,-87.6086934
ASSAULT,AGGRAVATED: HANDGUN,N,41.761487129,-87.587881002
ASSAULT,AGGRAVATED: HANDGUN,Y,41.933757773,-87.776053576
BATTERY,AGGRAVATED: HANDGUN,Y,41.70460299,-87.613696941
BATTERY,AGGRAVATED: HANDGUN,N,41.909812673,-87.731672987
ROBBERY,ARMED: HANDGUN,N,41.938376283,-87.781732353
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.764653585,-87.71750768
ROBBERY,ARMED: HANDGUN,N,41.925028276,-87.75986912
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.760234689,-87.673412987
ROBBERY,ARMED: HANDGUN,N,41.750112843,-87.648875415
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.746688779,-87.628137878
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.878690363,-87.706055281
BATTERY,AGGRAVATED: HANDGUN,N,41.824655644,-87.607261681
ROBBERY,ARMED: HANDGUN,N,41.874060099,-87.705924314
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.792861243,-87.676701528
ASSAULT,AGGRAVATED: HANDGUN,N,41.759793778,-87.590829108
ROBBERY,ARMED: HANDGUN,N,41.752233653,-87.659462456
ROBBERY,ARMED: HANDGUN,N,41.854273529,-87.624688864
ASSAULT,AGGRAVATED: HANDGUN,N,41.867107635,-87.705691247
ASSAULT,AGGRAVATED: HANDGUN,Y,41.883225308,-87.737239942
ROBBERY,ARMED: HANDGUN,N,41.904370109,-87.631460067
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.772220171,-87.66223737
ASSAULT,AGGRAVATED: HANDGUN,N,41.815009416,-87.634677956
ROBBERY,ARMED: HANDGUN,N,41.751238893,-87.663460093
ROBBERY,ARMED: HANDGUN,N,41.91027426,-87.69123823
ROBBERY,ARMED: HANDGUN,N,41.811016677,-87.613812958
BATTERY,AGGRAVATED: HANDGUN,N,41.870067151,-87.738929944
ASSAULT,AGGRAVATED: HANDGUN,N,41.779580418,-87.656631781
BATTERY,AGGRAVATED: HANDGUN,N,41.89954495,-87.722545953
ROBBERY,ARMED: HANDGUN,N,41.816347842,-87.604519822
BATTERY,AGGRAVATED: HANDGUN,N,41.855804922,-87.648223154
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.895092447,-87.661378646
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.962920448,-87.715947781
ROBBERY,ARMED: HANDGUN,N,41.770060129,-87.654250097
BATTERY,AGGRAVATED: HANDGUN,N,41.657321539,-87.606396089
ASSAULT,AGGRAVATED: HANDGUN,N,41.830750796,-87.626643572
ROBBERY,ARMED: HANDGUN,N,41.871733025,-87.716572725
ROBBERY,ARMED: HANDGUN,N,41.653166109,-87.545916608
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.760624499,-87.643075224
ROBBERY,ARMED: HANDGUN,N,41.830954079,-87.630703226
BATTERY,AGGRAVATED: HANDGUN,N,41.884119116,-87.760260796
ROBBERY,ARMED: HANDGUN,N,41.775436328,-87.692489613
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.75716238,-87.632842797
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.886854648,-87.745506016
BATTERY,AGGRAVATED: HANDGUN,N,41.965340278,-87.661593309
ASSAULT,AGGRAVATED: HANDGUN,Y,41.750421805,-87.658891391
ASSAULT,AGGRAVATED: HANDGUN,N,41.692335848,-87.644142651
BATTERY,AGGRAVATED: HANDGUN,N,41.886755667,-87.765095923
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.705897013,-87.62586284
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.751231425,-87.668315945
ROBBERY,ARMED: HANDGUN,N,41.969004246,-87.713381191
ROBBERY,ARMED: HANDGUN,N,41.777216063,-87.662925863
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.765213824,-87.643674833
ROBBERY,ARMED: HANDGUN,N,41.939102087,-87.726509353
BATTERY,AGGRAVATED: HANDGUN,N,41.875188431,-87.731649018
ROBBERY,ARMED: HANDGUN,N,41.736276459,-87.643896574
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.875739891,-87.756219517
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.775610824,-87.631703558
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.894302232,-87.718717316
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.741419296,-87.651715878
ASSAULT,AGGRAVATED: HANDGUN,N,41.79152136,-87.671801382
BATTERY,AGGRAVATED: HANDGUN,Y,41.803347283,-87.730803188
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.750320599,-87.666471016
ROBBERY,ARMED: HANDGUN,N,41.785969074,-87.657088943
ROBBERY,ARMED: HANDGUN,N,41.844160231,-87.7313416
ASSAULT,AGGRAVATED: HANDGUN,N,41.711995219,-87.630835578
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.967430426,-87.71822449
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.968409405,-87.712486053
OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,Y,41.780270061,-87.61386347
BATTERY,AGGRAVATED: HANDGUN,N,41.806968856,-87.619528837
ASSAULT,AGGRAVATED: HANDGUN,N,41.911039255,-87.6784896
ROBBERY,ARMED: HANDGUN,N,41.74899896,-87.605175838
ASSAULT,AGGRAVATED: HANDGUN,Y,41.801193244,-87.67772408
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.776389307,-87.687226505
ROBBERY,ARMED: HANDGUN,Y,41.77803588,-87.610750127
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.801330717,-87.663969218
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.717372021,-87.569849925
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.847982809,-87.67719518
ROBBERY,ARMED: HANDGUN,N,41.79565153,-87.620868294
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.742306373,-87.661614567
ROBBERY,ARMED: HANDGUN,N,41.797518392,-87.72818794
ROBBERY,ARMED: HANDGUN,N,41.752514564,-87.599162476
ROBBERY,ARMED: HANDGUN,N,41.755985568,-87.613826902
ROBBERY,ARMED: HANDGUN,N,41.844033097,-87.634729292
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.776785504,-87.60526122
ASSAULT,AGGRAVATED: HANDGUN,N,41.876555968,-87.654992838
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.979006297,-87.906463155
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.764142431,-87.689347071
ASSAULT,AGGRAVATED: HANDGUN,N,41.808177007,-87.660094259
ROBBERY,ARMED: HANDGUN,N,41.809401865,-87.615378944
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.732902745,-87.611127972
ROBBERY,ARMED: HANDGUN,N,41.709861081,-87.640483554
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.881665862,-87.754264003
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.76624819,-87.575670818
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.677661758,-87.652872258
ASSAULT,AGGRAVATED: HANDGUN,N,41.916119716,-87.698189931
ROBBERY,ARMED: HANDGUN,N,41.842653936,-87.707776274
ROBBERY,ARMED: HANDGUN,N,41.809673222,-87.594126845
ASSAULT,AGGRAVATED: HANDGUN,N,41.897358958,-87.641924304
OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,Y,41.747911531,-87.552821867
ROBBERY,ARMED: HANDGUN,N,41.954409363,-87.705589075
ASSAULT,AGGRAVATED: HANDGUN,N,41.671609543,-87.649015912
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.972001371,-87.717544328
ASSAULT,AGGRAVATED: HANDGUN,Y,41.802557459,-87.655088052
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.779243593,-87.615601783
ASSAULT,AGGRAVATED: HANDGUN,N,41.897895128,-87.624096605
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.790531831,-87.654129412
ROBBERY,ARMED: HANDGUN,N,41.764717271,-87.682270564
ASSAULT,AGGRAVATED: HANDGUN,N,41.995761763,-87.700095164
ROBBERY,ARMED: HANDGUN,N,41.750039456,-87.651302204
ROBBERY,ARMED: HANDGUN,N,41.764365955,-87.658950645
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.874854018,-87.725468852
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.89931519,-87.754479243
ROBBERY,ARMED: HANDGUN,N,41.71584707,-87.6539164
BATTERY,AGGRAVATED: HANDGUN,N,41.852703526,-87.675858581
BATTERY,AGGRAVATED: HANDGUN,N,41.869826277,-87.723864309
ROBBERY,ARMED: HANDGUN,Y,41.909518092,-87.648240581
ROBBERY,ARMED: HANDGUN,N,41.778508216,-87.687282228
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.869611573,-87.715524714
ROBBERY,ARMED: HANDGUN,N,41.764377638,-87.663763302
ASSAULT,AGGRAVATED: HANDGUN,N,41.80317932,-87.622677433
OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,Y,41.685120287,-87.639010088
ASSAULT,AGGRAVATED: HANDGUN,N,41.960165099,-87.724136627
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.764932153,-87.576272783
ASSAULT,AGGRAVATED: HANDGUN,N,41.760274825,-87.588408167
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.775092006,-87.676230242
ASSAULT,AGGRAVATED: HANDGUN,N,41.785122891,-87.644917177
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.909876642,-87.727138915
ROBBERY,ARMED: HANDGUN,N,41.860330052,-87.716462056
ASSAULT,AGGRAVATED: HANDGUN,Y,41.725681064,-87.606120562
ROBBERY,ARMED: HANDGUN,N,41.816406126,-87.700471088
ROBBERY,ARMED: HANDGUN,N,41.736090629,-87.609659686
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.874557316,-87.749202369
ROBBERY,ARMED: HANDGUN,N,41.870932257,-87.744921277
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.760551587,-87.672207533
ASSAULT,AGGRAVATED: HANDGUN,N,41.854956912,-87.705343887
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.68139574,-87.622767037
ASSAULT,AGGRAVATED: HANDGUN,Y,41.778696186,-87.659335806
BATTERY,AGGRAVATED: HANDGUN,Y,41.779904015,-87.635491778
ROBBERY,ARMED: HANDGUN,N,41.880233053,-87.635267841
ROBBERY,ARMED: HANDGUN,N,41.964632764,-87.724671348
ASSAULT,AGGRAVATED: HANDGUN,N,41.779004438,-87.701003946
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.766457683,-87.649299205
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.755195107,-87.670847832
ROBBERY,ARMED: HANDGUN,N,41.758481071,-87.610914559
ROBBERY,ARMED: HANDGUN,N,41.794981481,-87.730049088
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.786738738,-87.664806711
ROBBERY,ARMED: HANDGUN,N,41.866922224,-87.736282669
ROBBERY,ARMED: HANDGUN,N,41.800851213,-87.665984032
ROBBERY,ARMED: HANDGUN,N,41.719198602,-87.653573414
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.69314017,-87.622110546
ASSAULT,AGGRAVATED: HANDGUN,N,41.801131542,-87.61772683
ROBBERY,ARMED: HANDGUN,N,41.932845574,-87.720883252
ASSAULT,AGGRAVATED: HANDGUN,N,41.722192937,-87.594489325
BATTERY,AGGRAVATED: HANDGUN,N,41.875733447,-87.73775753
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.76149791,-87.592092322
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.877324284,-87.706659822
BATTERY,AGGRAVATED: HANDGUN,N,41.877011332,-87.73178614
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.873845465,-87.763183491
ROBBERY,ARMED: HANDGUN,N,41.742582075,-87.663242282
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.728914792,-87.599790267
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.887620806,-87.618800643
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.794147647,-87.633815413
ROBBERY,ARMED: HANDGUN,N,41.903127325,-87.733697359
ROBBERY,ARMED: HANDGUN,N,41.811108373,-87.707749494
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.893817009,-87.758010784
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.89495505,-87.754026441
ASSAULT,AGGRAVATED: HANDGUN,Y,41.904011143,-87.760060906
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.727808227,-87.54981216
BATTERY,AGGRAVATED: HANDGUN,N,41.778019397,-87.763450129
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.764939117,-87.661693779
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.979479894,-87.697512868
ROBBERY,ARMED: HANDGUN,N,41.907118343,-87.649405067
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.715701836,-87.644274002
BATTERY,AGGRAVATED: HANDGUN,N,41.870861476,-87.714231302
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,42.006782282,-87.693142255
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,N,41.885384029,-87.70714294
ROBBERY,ARMED: HANDGUN,N,41.784507232,-87.661914922
ASSAULT,AGGRAVATED: HANDGUN,Y,41.803828664,-87.672136932
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.766473561,-87.635963581
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.777129862,-87.652005124
ROBBERY,ARMED: HANDGUN,N,41.877096,-87.724937209
BATTERY,AGGRAVATED: HANDGUN,N,41.866184642,-87.724379838
ASSAULT,AGGRAVATED: HANDGUN,N,41.786004965,-87.718671082
ROBBERY,ARMED: HANDGUN,N,41.899571059,-87.717671355
ROBBERY,ARMED: HANDGUN,N,41.93800539,-87.738233301
OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,Y,41.699772972,-87.631444651
ROBBERY,ARMED: HANDGUN,N,41.742435438,-87.543009441
BATTERY,AGGRAVATED: HANDGUN,N,41.847051861,-87.713642459
ROBBERY,ARMED: HANDGUN,N,41.886832476,-87.627557257
ASSAULT,AGGRAVATED: HANDGUN,N,41.913271582,-87.747288057
ROBBERY,ARMED: HANDGUN,N,41.999872401,-87.686287698
ROBBERY,ARMED: HANDGUN,N,41.786012237,-87.689927602
ROBBERY,ARMED: HANDGUN,N,41.693426342,-87.628917688
ASSAULT,AGGRAVATED: HANDGUN,N,41.956139712,-87.688528048
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.992643857,-87.682343935
ROBBERY,ARMED: HANDGUN,Y,41.883091959,-87.679939156
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.899776906,-87.717676724
ROBBERY,ATTEMPT: ARMED-HANDGUN,N,41.756543074,-87.562686166
ROBBERY,ARMED: HANDGUN,N,41.743992686,-87.671772818
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.779881506,-87.636756917
ASSAULT,AGGRAVATED: HANDGUN,Y,41.739088099,-87.647351006
ASSAULT,AGGRAVATED: HANDGUN,N,41.877452438,-87.69455585
WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,N,41.793703037,-87.661393568
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.737315749,-87.649733111
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.846303841,-87.706775467
ASSAULT,AGGRAVATED: HANDGUN,N,41.706795779,-87.655223898
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.691413679,-87.668826246
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.753029609,-87.55039605
ROBBERY,ARMED: HANDGUN,N,41.908654139,-87.744821133
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Y,41.894228142,-87.718718026
ASSAULT,AGGRAVATED: HANDGUN,N,41.87077539,-87.725342276
BATTERY,AGGRAVATED: HANDGUN,N,41.871395715,-87.72536577
